Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Laos,2004,42.0,10.0,N/A,10.0,70.6,87.1,N/A,40.0,N/A,64.0,56.6,30.0,10.0
Macau,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",2004,59.9,50.0,N/A,49.0,80.9,74.2,N/A,70.0,N/A,81.8,73.4,30.0,30.0
Maldives,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,2004,56.5,50.0,N/A,43.0,59.4,43.8,N/A,55.0,N/A,82.0,75.0,50.0,50.0
Nepal,2004,51.2,30.0,N/A,10.0,88.9,88.6,N/A,55.0,N/A,77.3,51.4,30.0,30.0
New Zealand,2004,81.5,90.0,N/A,95.0,62.8,55.8,N/A,85.0,N/A,84.7,80.2,90.0,90.0
North Korea,2004,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",2004,54.9,30.0,N/A,26.0,68.2,86.3,N/A,70.0,N/A,78.4,55.6,50.0,30.0
Papua New Guinea,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philippines,2004,59.1,30.0,N/A,26.0,77.7,88.8,N/A,55.0,N/A,77.3,77.0,50.0,50.0
Samoa,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,2004,88.9,90.0,N/A,93.0,87.8,91.1,N/A,100.0,N/A,93.0,85.0,90.0,70.0
Solomon Islands,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,2004,67.8,70.0,N/A,45.0,73.9,80.8,N/A,70.0,N/A,84.0,66.6,70.0,50.0
Sri Lanka,2004,61.6,50.0,N/A,37.0,79.9,77.3,N/A,70.0,N/A,69.6,70.6,50.0,50.0
Taiwan,2004,69.6,70.0,N/A,56.0,76.1,82.3,N/A,70.0,N/A,94.2,78.0,50.0,50.0
Tajikistan,2004,48.7,30.0,N/A,10.0,85.0,93.0,N/A,55.0,N/A,56.3,69.0,30.0,10.0
"Thailand ",2004,63.7,50.0,N/A,32.0,75.5,91.1,N/A,70.0,N/A,88.9,65.6,50.0,50.0
Timor-Leste,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,2004,50.7,30.0,N/A,10.0,89.9,80.8,N/A,55.0,N/A,65.6,85.0,30.0,10.0
Uzbekistan,2004,39.1,30.0,N/A,29.0,72.2,76.3,N/A,40.0,N/A,42.3,22.0,30.0,10.0
Vanuatu,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,2004,46.1,10.0,N/A,24.0,63.4,82.1,N/A,40.0,N/A,80.4,54.8,30.0,30.0
Afghanistan,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2003,77.4,90.0,N/A,85.0,58.6,58.9,N/A,85.0,N/A,82.1,77.0,70.0,90.0
"Bangladesh ",2003,49.3,30.0,N/A,4.0,77.2,94.0,N/A,40.0,N/A,80.8,38.0,50.0,30.0
Bhutan,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,2003,44.9,10.0,N/A,10.0,81.9,98.7,N/A,40.0,N/A,54.3,69.0,10.0,30.0
Cambodia,2003,63.7,30.0,N/A,30.0,91.3,92.5,N/A,55.0,N/A,86.5,68.0,50.0,70.0
China,2003,52.6,30.0,N/A,35.0,66.9,90.2,N/A,55.0,N/A,85.8,50.6,30.0,30.0
Fiji,2003,54.7,30.0,N/A,30.0,75.4,74.4,N/A,70.0,N/A,78.5,33.8,30.0,70.0
Hong Kong,2003,89.8,90.0,N/A,79.0,93.6,90.2,N/A,100.0,N/A,85.5,90.0,90.0,90.0
India,2003,51.2,50.0,N/A,27.0,76.6,71.9,N/A,55.0,N/A,77.6,23.0,50.0,30.0
Indonesia,2003,55.8,30.0,N/A,19.0,77.5,91.1,N/A,55.0,N/A,74.6,74.6,50.0,30.0
Japan,2003,67.6,70.0,N/A,71.0,70.3,56.7,N/A,70.0,N/A,89.8,81.0,50.0,50.0
Kazakhstan,2003,52.3,30.0,N/A,27.0,77.9,85.2,N/A,55.0,N/A,70.4,65.0,30.0,30.0
Kiribati,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",2003,56.8,30.0,N/A,22.0,76.5,90.3,N/A,55.0,N/A,67.6,69.4,50.0,50.0
Laos,2003,41.0,10.0,N/A,10.0,70.6,87.9,N/A,40.0,N/A,55.0,55.6,30.0,10.0
Macau,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",2003,61.1,50.0,N/A,50.0,81.8,82.9,N/A,70.0,N/A,82.1,73.0,30.0,30.0
Maldives,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,2003,57.7,50.0,N/A,43.0,61.8,50.8,N/A,55.0,N/A,83.7,75.0,50.0,50.0
Nepal,2003,51.5,30.0,N/A,10.0,88.8,90.9,N/A,55.0,N/A,79.4,49.6,30.0,30.0
New Zealand,2003,81.1,90.0,N/A,94.0,62.4,53.0,N/A,85.0,N/A,85.3,80.4,90.0,90.0
North Korea,2003,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",2003,55.0,30.0,N/A,23.0,65.8,83.9,N/A,70.0,N/A,78.1,44.2,50.0,50.0
Papua New Guinea,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philippines,2003,61.3,50.0,N/A,29.0,77.6,88.6,N/A,55.0,N/A,74.5,77.4,50.0,50.0
Samoa,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,2003,88.2,90.0,N/A,92.0,87.8,90.2,N/A,100.0,N/A,88.6,85.0,90.0,70.0
Solomon Islands,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,2003,68.3,70.0,N/A,42.0,74.2,81.8,N/A,70.0,N/A,83.4,73.2,70.0,50.0
Sri Lanka,2003,62.5,50.0,N/A,50.0,73.4,80.3,N/A,70.0,N/A,68.6,70.2,50.0,50.0
Taiwan,2003,71.7,70.0,N/A,59.0,76.1,81.3,N/A,70.0,N/A,91.3,77.2,50.0,70.0
Tajikistan,2003,46.5,30.0,N/A,10.0,74.0,94.0,N/A,55.0,N/A,46.9,69.0,30.0,10.0
"Thailand ",2003,65.8,70.0,N/A,32.0,75.2,93.1,N/A,70.0,N/A,87.3,64.8,50.0,50.0
Timor-Leste,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,2003,51.3,30.0,N/A,10.0,90.1,88.7,N/A,55.0,N/A,63.3,85.0,30.0,10.0
Uzbekistan,2003,38.3,30.0,N/A,27.0,72.0,72.6,N/A,40.0,N/A,41.3,22.0,30.0,10.0
Vanuatu,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,2003,46.2,10.0,N/A,26.0,62.5,83.0,N/A,40.0,N/A,86.5,47.6,30.0,30.0
Afghanistan,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2002,77.3,90.0,N/A,83.0,56.4,61.1,N/A,85.0,N/A,83.3,77.4,70.0,90.0
"Bangladesh ",2002,51.9,30.0,N/A,23.0,77.3,93.3,N/A,40.0,N/A,72.7,50.6,50.0,30.0
Bhutan,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,2002,45.5,10.0,N/A,10.0,74.9,95.7,N/A,40.0,N/A,69.6,69.0,10.0,30.0
Cambodia,2002,60.7,30.0,N/A,30.0,91.3,91.3,N/A,55.0,N/A,81.6,67.0,50.0,50.0
China,2002,52.8,30.0,N/A,31.0,70.3,92.3,N/A,55.0,N/A,87.6,48.6,30.0,30.0
Fiji,2002,53.9,30.0,N/A,30.0,70.9,76.5,N/A,70.0,N/A,81.7,46.2,30.0,50.0
Hong Kong,2002,89.4,90.0,N/A,77.0,93.8,90.3,N/A,100.0,N/A,83.7,90.0,90.0,90.0
India,2002,51.2,50.0,N/A,28.0,76.7,78.1,N/A,55.0,N/A,70.8,21.8,50.0,30.0
Indonesia,2002,54.8,30.0,N/A,17.0,79.4,86.8,N/A,55.0,N/A,72.4,72.6,50.0,30.0
Japan,2002,66.7,70.0,N/A,64.0,70.7,54.4,N/A,70.0,N/A,90.6,80.4,50.0,50.0
Kazakhstan,2002,52.4,30.0,N/A,30.0,79.3,84.1,N/A,55.0,N/A,68.6,65.0,30.0,30.0
Kiribati,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",2002,51.7,30.0,N/A,22.0,72.5,61.1,N/A,55.0,N/A,60.0,65.0,50.0,50.0
Laos,2002,36.8,10.0,N/A,10.0,66.4,91.3,N/A,40.0,N/A,38.1,55.6,10.0,10.0
Macau,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",2002,60.1,50.0,N/A,48.0,81.5,84.1,N/A,70.0,N/A,80.7,66.6,30.0,30.0
Maldives,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,2002,56.7,50.0,N/A,43.0,64.1,54.4,N/A,55.0,N/A,72.5,71.0,50.0,50.0
Nepal,2002,52.3,30.0,N/A,10.0,84.0,89.2,N/A,55.0,N/A,78.2,64.2,30.0,30.0
New Zealand,2002,80.7,90.0,N/A,94.0,62.5,49.6,N/A,85.0,N/A,86.5,78.4,90.0,90.0
North Korea,2002,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",2002,55.8,30.0,N/A,22.0,73.8,85.5,N/A,55.0,N/A,76.6,59.0,50.0,50.0
Papua New Guinea,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Philippines,2002,60.7,50.0,N/A,28.0,77.4,88.0,N/A,55.0,N/A,75.9,71.6,50.0,50.0
Samoa,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,2002,87.4,90.0,N/A,91.0,83.1,90.3,N/A,100.0,N/A,89.0,83.0,90.0,70.0
Solomon Islands,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,2002,69.5,90.0,N/A,40.0,69.9,82.7,N/A,70.0,N/A,85.2,67.6,70.0,50.0
Sri Lanka,2002,64.0,50.0,N/A,50.0,73.3,81.3,N/A,70.0,N/A,79.3,72.0,50.0,50.0
Taiwan,2002,71.3,70.0,N/A,55.0,75.7,82.7,N/A,70.0,N/A,88.5,80.0,50.0,70.0
Tajikistan,2002,47.3,30.0,N/A,10.0,61.6,91.3,N/A,55.0,N/A,48.9,69.0,30.0,30.0
"Thailand ",2002,69.1,70.0,N/A,32.0,75.3,90.3,N/A,70.0,N/A,86.4,77.8,70.0,50.0
Timor-Leste,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,2002,43.2,30.0,N/A,10.0,85.1,81.3,N/A,55.0,N/A,62.5,25.0,30.0,10.0
Uzbekistan,2002,38.5,30.0,N/A,24.0,50.9,69.3,N/A,40.0,N/A,42.4,50.0,30.0,10.0
Vanuatu,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,2002,45.6,10.0,N/A,25.0,54.1,90.3,N/A,40.0,N/A,80.4,51.0,30.0,30.0
Afghanistan,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2001,77.4,90.0,N/A,87.0,55.4,67.3,N/A,70.0,N/A,87.9,79.0,70.0,90.0
"Bangladesh ",2001,51.2,30.0,N/A,23.0,77.3,93.3,N/A,40.0,N/A,68.6,48.8,50.0,30.0
Bhutan,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,2001,46.1,30.0,N/A,10.0,74.9,95.7,N/A,40.0,N/A,55.1,69.0,10.0,30.0
Cambodia,2001,59.6,30.0,N/A,30.0,91.6,94.1,N/A,55.0,N/A,73.2,62.8,50.0,50.0
China,2001,52.6,30.0,N/A,34.0,70.4,94.1,N/A,55.0,N/A,84.1,46.0,30.0,30.0
Fiji,2001,53.7,30.0,N/A,30.0,70.7,63.3,N/A,70.0,N/A,79.0,60.2,30.0,50.0
Hong Kong,2001,89.9,90.0,N/A,77.0,93.7,91.0,N/A,100.0,N/A,87.4,90.0,90.0,90.0
India,2001,49.0,50.0,N/A,29.0,77.0,76.5,N/A,55.0,N/A,68.2,25.6,30.0,30.0
Indonesia,2001,52.5,30.0,N/A,17.0,80.4,86.8,N/A,55.0,N/A,56.2,67.2,50.0,30.0
Japan,2001,70.9,90.0,N/A,60.0,70.4,58.9,N/A,85.0,N/A,92.8,80.6,50.0,50.0
Kazakhstan,2001,51.8,30.0,N/A,23.0,79.2,88.0,N/A,55.0,N/A,66.2,65.0,30.0,30.0
Kiribati,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",2001,53.7,30.0,N/A,22.0,68.7,86.8,N/A,55.0,N/A,55.7,65.0,50.0,50.0
Laos,2001,33.5,10.0,N/A,10.0,71.0,81.3,N/A,40.0,N/A,13.8,55.6,10.0,10.0
Macau,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",2001,60.2,50.0,N/A,51.0,80.6,85.5,N/A,70.0,N/A,78.4,66.0,30.0,30.0
Maldives,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,2001,56.0,50.0,N/A,43.0,64.5,47.1,N/A,55.0,N/A,69.6,75.0,50.0,50.0
Nepal,2001,51.6,30.0,N/A,10.0,84.0,88.0,N/A,55.0,N/A,69.8,67.8,30.0,30.0
New Zealand,2001,81.1,90.0,N/A,94.0,62.5,49.6,N/A,85.0,N/A,91.2,78.0,90.0,90.0
North Korea,2001,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",2001,56.0,30.0,N/A,22.0,82.0,90.3,N/A,55.0,N/A,75.5,49.4,50.0,50.0
Papua New Guinea,2001,57.2,50.0,N/A,50.0,52.9,73.5,N/A,55.0,N/A,87.9,45.2,50.0,50.0
Philippines,2001,60.9,50.0,N/A,36.0,77.3,88.0,N/A,55.0,N/A,73.6,68.4,50.0,50.0
Samoa,2001,63.1,50.0,N/A,70.0,75.5,48.8,N/A,70.0,N/A,91.2,62.0,50.0,50.0
Singapore,2001,87.8,90.0,N/A,91.0,83.1,90.3,N/A,100.0,N/A,92.9,83.0,90.0,70.0
Solomon Islands,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,2001,69.1,90.0,N/A,38.0,71.7,79.7,N/A,70.0,N/A,84.5,67.8,70.0,50.0
Sri Lanka,2001,66.0,70.0,N/A,50.0,73.4,81.3,N/A,70.0,N/A,79.1,70.2,50.0,50.0
Taiwan,2001,72.8,90.0,N/A,56.0,75.3,79.7,N/A,85.0,N/A,90.0,78.8,50.0,50.0
Tajikistan,2001,46.8,30.0,N/A,10.0,58.0,92.3,N/A,55.0,N/A,46.6,69.0,30.0,30.0
"Thailand ",2001,68.9,70.0,N/A,32.0,75.4,90.3,N/A,70.0,N/A,84.6,77.6,70.0,50.0
Timor-Leste,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,2001,41.8,30.0,N/A,10.0,84.6,79.7,N/A,55.0,N/A,51.9,25.0,30.0,10.0
Uzbekistan,2001,38.2,30.0,N/A,18.0,55.9,65.3,N/A,40.0,N/A,44.9,50.0,30.0,10.0
Vanuatu,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,2001,44.3,10.0,N/A,26.0,54.1,86.8,N/A,40.0,N/A,71.1,51.0,30.0,30.0
Afghanistan,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,2000,77.1,90.0,N/A,87.0,55.8,63.3,N/A,70.0,N/A,89.0,79.0,70.0,90.0
"Bangladesh ",2000,48.9,30.0,N/A,23.0,77.2,90.3,N/A,40.0,N/A,68.1,32.0,50.0,30.0
Bhutan,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,2000,47.9,30.0,N/A,10.0,81.8,97.0,N/A,40.0,N/A,43.6,69.0,30.0,30.0
Cambodia,2000,59.3,30.0,N/A,30.0,91.6,91.3,N/A,55.0,N/A,67.7,68.0,50.0,50.0
China,2000,56.4,30.0,N/A,35.0,70.4,90.3,N/A,55.0,N/A,84.0,42.6,50.0,50.0
Fiji,2000,57.8,50.0,N/A,30.0,70.8,63.3,N/A,70.0,N/A,76.0,60.2,50.0,50.0
Hong Kong,2000,89.5,90.0,N/A,78.0,93.0,92.3,N/A,100.0,N/A,82.5,90.0,90.0,90.0
India,2000,47.4,50.0,N/A,29.0,76.6,73.0,N/A,55.0,N/A,63.7,19.6,30.0,30.0
Indonesia,2000,55.2,50.0,N/A,20.0,79.7,76.5,N/A,55.0,N/A,49.4,66.0,70.0,30.0
Japan,2000,70.7,90.0,N/A,58.0,70.1,63.3,N/A,85.0,N/A,89.0,81.0,50.0,50.0
Kazakhstan,2000,50.4,30.0,N/A,10.0,80.6,88.0,N/A,55.0,N/A,62.6,67.0,30.0,30.0
Kiribati,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",2000,55.7,30.0,N/A,30.0,69.3,86.8,N/A,55.0,N/A,65.0,65.2,50.0,50.0
Laos,2000,36.8,10.0,N/A,10.0,71.1,85.5,N/A,40.0,N/A,28.4,66.0,10.0,10.0
Macau,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",2000,66.0,70.0,N/A,53.0,79.2,81.3,N/A,85.0,N/A,76.6,68.8,30.0,50.0
Maldives,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,2000,58.5,50.0,N/A,50.0,64.1,63.3,N/A,55.0,N/A,69.4,75.0,50.0,50.0
Nepal,2000,51.3,50.0,N/A,10.0,86.3,88.0,N/A,55.0,N/A,64.6,47.8,30.0,30.0
New Zealand,2000,80.9,90.0,N/A,94.0,65.8,47.1,N/A,85.0,N/A,87.6,78.6,90.0,90.0
North Korea,2000,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",2000,56.4,30.0,N/A,27.0,82.1,78.1,N/A,55.0,N/A,72.3,43.0,70.0,50.0
Papua New Guinea,2000,55.8,50.0,N/A,50.0,81.5,73.5,N/A,55.0,N/A,69.0,43.2,50.0,30.0
Philippines,2000,62.5,70.0,N/A,33.0,74.2,89.2,N/A,55.0,N/A,76.8,64.6,50.0,50.0
Samoa,2000,60.8,50.0,N/A,70.0,64.5,56.0,N/A,70.0,N/A,74.8,62.0,50.0,50.0
Singapore,2000,87.7,90.0,N/A,91.0,82.7,91.3,N/A,100.0,N/A,90.9,83.0,90.0,70.0
Solomon Islands,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,2000,69.7,90.0,N/A,42.0,71.8,85.5,N/A,70.0,N/A,78.9,69.2,70.0,50.0
Sri Lanka,2000,63.2,50.0,N/A,50.0,72.9,79.7,N/A,70.0,N/A,74.9,71.0,50.0,50.0
Taiwan,2000,72.5,90.0,N/A,53.0,75.4,84.1,N/A,85.0,N/A,86.9,78.0,50.0,50.0
Tajikistan,2000,44.8,30.0,N/A,10.0,57.6,90.3,N/A,55.0,N/A,25.6,75.0,30.0,30.0
"Thailand ",2000,66.6,70.0,N/A,30.0,75.3,88.0,N/A,70.0,N/A,72.9,73.2,70.0,50.0
Timor-Leste,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Turkmenistan,2000,37.6,30.0,N/A,10.0,83.3,79.7,N/A,55.0,N/A,15.4,25.0,30.0,10.0
Uzbekistan,2000,38.1,30.0,N/A,10.0,59.4,65.3,N/A,40.0,N/A,48.5,50.0,30.0,10.0
Vanuatu,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vietnam,2000,43.7,10.0,N/A,25.0,53.9,84.1,N/A,40.0,N/A,69.3,51.0,30.0,30.0
Afghanistan,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,1999,76.4,90.0,N/A,89.0,55.7,56.0,N/A,70.0,N/A,87.9,79.4,70.0,90.0
"Bangladesh ",1999,50.0,30.0,N/A,23.0,77.2,94.5,N/A,40.0,N/A,71.0,34.0,50.0,30.0
Bhutan,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burma,1999,46.4,30.0,N/A,10.0,81.9,95.0,N/A,40.0,N/A,50.3,50.0,30.0,30.0
Cambodia,1999,59.9,30.0,N/A,30.0,91.6,92.0,N/A,55.0,N/A,72.2,68.0,50.0,50.0
China,1999,54.8,30.0,N/A,29.0,70.5,95.1,N/A,55.0,N/A,75.2,38.2,50.0,50.0
Fiji,1999,58.4,50.0,N/A,30.0,71.1,73.0,N/A,70.0,N/A,78.6,53.0,50.0,50.0
Hong Kong,1999,88.5,90.0,N/A,73.0,91.8,92.9,N/A,100.0,N/A,79.2,90.0,90.0,90.0
India,1999,50.2,50.0,N/A,28.0,77.8,90.6,N/A,55.0,N/A,67.2,24.0,30.0,30.0
Indonesia,1999,61.5,50.0,N/A,27.0,80.0,95.4,N/A,55.0,N/A,73.3,73.0,70.0,30.0
Japan,1999,69.1,90.0,N/A,66.0,53.9,59.8,N/A,85.0,N/A,88.2,79.0,50.0,50.0
Kazakhstan,1999,47.3,30.0,N/A,10.0,73.7,89.6,N/A,55.0,N/A,46.5,61.0,30.0,30.0
Kiribati,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Kyrgyz Republic ",1999,54.8,30.0,N/A,30.0,72.7,83.7,N/A,55.0,N/A,56.9,65.0,50.0,50.0
Laos,1999,35.2,10.0,N/A,10.0,32.5,85.7,N/A,40.0,N/A,52.1,66.0,10.0,10.0
Macau,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Malaysia ",1999,68.9,70.0,N/A,50.0,79.4,84.7,N/A,85.0,N/A,79.1,72.2,50.0,50.0
Maldives,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Micronesia,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mongolia,1999,58.6,50.0,N/A,50.0,63.8,61.1,N/A,55.0,N/A,62.1,85.0,50.0,50.0
Nepal,1999,53.1,50.0,N/A,10.0,83.0,88.4,N/A,55.0,N/A,66.9,65.0,30.0,30.0
New Zealand,1999,81.7,90.0,N/A,92.0,66.0,58.0,N/A,85.0,N/A,86.8,77.4,90.0,90.0
North Korea,1999,8.9,10.0,N/A,10.0,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
"Pakistan ",1999,53.0,30.0,N/A,25.0,78.5,70.6,N/A,55.0,N/A,68.8,29.0,70.0,50.0
Papua New Guinea,1999,56.3,50.0,N/A,50.0,81.5,79.2,N/A,55.0,N/A,73.3,37.4,50.0,30.0
Philippines,1999,61.9,70.0,N/A,31.0,73.5,90.6,N/A,55.0,N/A,79.3,58.4,50.0,50.0
Samoa,1999,58.7,50.0,N/A,70.0,64.5,36.8,N/A,70.0,N/A,75.0,62.0,50.0,50.0
Singapore,1999,86.9,90.0,N/A,87.0,82.7,93.4,N/A,100.0,N/A,86.4,83.0,90.0,70.0
Solomon Islands,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,1999,69.7,90.0,N/A,43.0,67.8,85.5,N/A,70.0,N/A,81.5,69.6,70.0,50.0
Sri Lanka,1999,64.0,50.0,N/A,50.0,72.6,71.7,N/A,70.0,N/A,74.0,68.0,50.0,70.0
Taiwan,1999,71.5,90.0,N/A,50.0,75.2,78.3,N/A,85.0,N/A,86.8,78.0,50.0,50.0
Tajikistan,1999,41.2,30.0,N/A,10.0,57.7,89.3,N/A,55.0,N/A,0.0,68.4,30.0,30.0
"Thailand ",1999,66.9,70.0,N/A,31.0,74.6,91.2,N/A,70.0,N/A,74.9,71.2,70.0,50.0
Timor-Leste,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
