Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Armenia,2005,69.8,50.0,N/A,30.0,89.9,88.9,N/A,55.0,62.1,82.0,80.0,70.0,90.0
Austria,2005,68.8,90.0,N/A,80.0,44.4,22.6,N/A,70.0,73.6,87.0,80.2,70.0,70.0
Azerbaijan,2005,54.4,30.0,N/A,18.0,79.2,87.0,N/A,55.0,64.8,80.4,69.2,30.0,30.0
Belarus,2005,46.7,30.0,N/A,42.0,76.2,35.4,N/A,40.0,72.0,42.7,69.0,30.0,30.0
Belgium,2005,69.0,90.0,N/A,76.0,42.1,22.0,N/A,70.0,68.0,81.8,80.2,90.0,70.0
Bosnia and Herzegovina,2005,48.8,10.0,N/A,33.0,70.1,23.8,N/A,40.0,54.8,84.5,71.8,30.0,70.0
Bulgaria,2005,62.3,30.0,N/A,39.0,80.3,53.4,N/A,55.0,80.3,83.1,82.0,50.0,70.0
Croatia,2005,51.9,30.0,N/A,37.0,59.3,26.2,N/A,55.0,44.3,81.4,65.4,50.0,70.0
Cyprus,2005,71.9,90.0,N/A,61.0,79.0,57.4,N/A,85.0,70.0,83.0,73.6,50.0,70.0
Czech Republic,2005,64.6,70.0,N/A,39.0,68.2,15.1,N/A,70.0,57.7,88.9,76.8,70.0,90.0
Denmark,2005,75.3,90.0,N/A,95.0,33.9,8.3,N/A,100.0,99.9,85.6,80.2,70.0,90.0
Estonia,2005,75.2,70.0,N/A,55.0,82.9,61.6,N/A,85.0,47.4,85.5,84.8,90.0,90.0
Finland,2005,71.0,90.0,N/A,97.0,58.0,22.3,N/A,85.0,49.9,88.0,80.2,70.0,70.0
France,2005,60.5,70.0,N/A,69.0,44.8,10.9,N/A,70.0,54.3,86.0,80.2,70.0,50.0
Georgia,2005,57.1,30.0,N/A,18.0,89.9,90.5,N/A,55.0,66.8,75.9,65.2,30.0,50.0
Germany,2005,68.1,90.0,N/A,77.0,58.4,28.6,N/A,70.0,48.7,88.1,80.2,90.0,50.0
Greece,2005,59.0,50.0,N/A,43.0,58.0,54.4,N/A,70.0,56.1,78.1,80.2,50.0,50.0
"Hungary ",2005,63.5,70.0,N/A,48.0,67.9,25.6,N/A,70.0,68.2,75.6,70.0,70.0,70.0
Iceland,2005,76.6,90.0,N/A,96.0,72.5,30.9,N/A,85.0,64.6,88.6,78.2,70.0,90.0
Ireland,2005,80.8,90.0,N/A,75.0,72.6,64.5,N/A,85.0,78.2,82.5,80.2,90.0,90.0
Italy,2005,64.9,70.0,N/A,53.0,49.6,27.4,N/A,70.0,74.5,84.7,80.2,70.0,70.0
Latvia,2005,66.3,50.0,N/A,38.0,83.6,52.7,N/A,70.0,63.5,84.8,80.0,70.0,70.0
Liechtenstein,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2005,70.5,50.0,N/A,47.0,82.8,65.1,N/A,70.0,55.8,90.1,84.0,70.0,90.0
Luxembourg,2005,76.3,90.0,N/A,87.0,64.3,39.0,N/A,85.0,51.4,85.9,80.2,90.0,90.0
Malta,2005,68.9,90.0,N/A,50.0,62.2,40.3,N/A,85.0,60.0,85.7,75.8,50.0,90.0
Moldova,2005,57.4,50.0,N/A,24.0,84.5,68.5,N/A,55.0,64.8,70.0,77.2,30.0,50.0
Montenegro,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,2005,72.9,90.0,N/A,89.0,45.7,28.0,N/A,70.0,61.5,84.8,80.2,90.0,90.0
North Macedonia,2005,56.1,30.0,N/A,23.0,83.6,49.6,N/A,55.0,56.2,86.6,57.4,50.0,70.0
Norway,2005,64.5,90.0,N/A,88.0,50.4,28.3,N/A,70.0,49.3,85.5,83.6,50.0,50.0
Poland,2005,59.6,50.0,N/A,36.0,68.3,30.3,N/A,70.0,60.0,82.3,79.2,50.0,70.0
Portugal,2005,62.4,70.0,N/A,66.0,61.7,32.0,N/A,70.0,41.2,83.2,80.2,70.0,50.0
Romania,2005,52.1,30.0,N/A,28.0,70.1,68.9,N/A,55.0,55.5,62.6,70.4,30.0,50.0
Russia,2005,51.3,30.0,N/A,27.0,91.5,58.9,N/A,55.0,61.8,65.6,63.2,30.0,30.0
"Serbia ",2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,2005,66.8,50.0,N/A,37.0,81.9,42.4,N/A,70.0,75.7,78.0,72.8,70.0,90.0
Slovenia,2005,59.6,50.0,N/A,59.0,55.6,45.3,N/A,85.0,40.3,79.1,81.8,50.0,50.0
Spain,2005,67.0,70.0,N/A,69.0,55.4,53.0,N/A,70.0,48.8,83.9,80.2,70.0,70.0
Sweden,2005,69.8,90.0,N/A,93.0,33.7,0.0,N/A,70.0,65.2,86.0,80.2,90.0,90.0
Switzerland,2005,79.3,90.0,N/A,88.0,73.0,61.1,N/A,70.0,77.2,90.0,83.4,70.0,90.0
Turkey,2005,50.6,50.0,N/A,31.0,65.3,54.4,N/A,55.0,40.7,53.8,76.0,50.0,30.0
Ukraine,2005,55.8,30.0,N/A,23.0,83.0,78.6,N/A,55.0,55.8,76.2,76.2,30.0,50.0
United Kingdom,2005,79.2,90.0,N/A,87.0,62.3,43.5,N/A,85.0,79.0,85.0,80.2,90.0,90.0
Albania,2004,58.5,30.0,N/A,25.0,83.6,72.3,N/A,55.0,N/A,79.6,61.4,70.0,50.0
Armenia,2004,70.3,50.0,N/A,25.0,90.0,88.7,N/A,55.0,N/A,84.5,80.0,70.0,90.0
Austria,2004,67.6,90.0,N/A,78.0,43.5,21.0,N/A,70.0,N/A,85.9,79.8,70.0,70.0
Azerbaijan,2004,53.4,30.0,N/A,20.0,78.3,87.9,N/A,55.0,N/A,80.2,69.2,30.0,30.0
Belarus,2004,43.1,30.0,N/A,48.0,75.4,36.8,N/A,40.0,N/A,31.6,65.8,30.0,30.0
Belgium,2004,68.7,90.0,N/A,71.0,43.1,23.5,N/A,70.0,N/A,81.3,79.8,90.0,70.0
Bosnia and Herzegovina,2004,44.7,10.0,N/A,10.0,70.1,18.3,N/A,40.0,N/A,82.4,71.8,30.0,70.0
Bulgaria,2004,59.2,30.0,N/A,40.0,81.1,64.5,N/A,55.0,N/A,78.7,63.2,50.0,70.0
Croatia,2004,53.1,30.0,N/A,38.0,67.3,22.9,N/A,55.0,N/A,79.5,65.4,50.0,70.0
Cyprus,2004,74.1,90.0,N/A,70.0,81.4,56.2,N/A,85.0,N/A,84.6,79.4,50.0,70.0
Czech Republic,2004,67.0,70.0,N/A,37.0,67.0,40.9,N/A,70.0,N/A,84.6,73.4,70.0,90.0
Denmark,2004,72.4,90.0,N/A,95.0,33.6,8.3,N/A,100.0,N/A,85.1,79.8,70.0,90.0
Estonia,2004,77.4,70.0,N/A,56.0,83.8,55.5,N/A,85.0,N/A,82.1,84.2,90.0,90.0
Finland,2004,73.4,90.0,N/A,97.0,57.5,25.0,N/A,85.0,N/A,86.0,79.8,70.0,70.0
France,2004,60.9,70.0,N/A,63.0,44.3,14.5,N/A,70.0,N/A,86.4,79.8,70.0,50.0
Georgia,2004,58.9,30.0,N/A,24.0,90.6,90.1,N/A,55.0,N/A,75.5,65.2,50.0,50.0
Germany,2004,69.5,90.0,N/A,73.0,56.4,29.4,N/A,70.0,N/A,87.1,79.8,90.0,50.0
Greece,2004,59.1,50.0,N/A,42.0,58.4,53.2,N/A,70.0,N/A,78.1,79.8,50.0,50.0
"Hungary ",2004,62.7,70.0,N/A,49.0,65.6,20.1,N/A,70.0,N/A,73.7,76.0,70.0,70.0
Iceland,2004,72.1,90.0,N/A,94.0,58.7,37.9,N/A,85.0,N/A,85.2,78.2,70.0,50.0
Ireland,2004,80.3,90.0,N/A,69.0,71.8,66.3,N/A,85.0,N/A,81.1,79.8,90.0,90.0
Italy,2004,64.2,70.0,N/A,52.0,49.7,31.7,N/A,70.0,N/A,84.8,79.8,70.0,70.0
Latvia,2004,67.4,50.0,N/A,37.0,82.2,62.2,N/A,70.0,N/A,85.8,79.8,70.0,70.0
Liechtenstein,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2004,72.4,50.0,N/A,48.0,82.8,70.6,N/A,70.0,N/A,90.1,80.2,70.0,90.0
Luxembourg,2004,78.9,90.0,N/A,90.0,58.9,41.4,N/A,85.0,N/A,85.3,79.8,90.0,90.0
Malta,2004,63.3,90.0,N/A,50.0,63.1,11.5,N/A,85.0,N/A,84.6,65.4,50.0,70.0
Moldova,2004,57.1,50.0,N/A,21.0,81.5,74.2,N/A,55.0,N/A,71.3,80.4,30.0,50.0
Montenegro,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,2004,74.5,90.0,N/A,90.0,45.2,32.3,N/A,70.0,N/A,83.2,79.8,90.0,90.0
North Macedonia,2004,56.8,30.0,N/A,33.0,84.6,48.1,N/A,55.0,N/A,83.3,57.4,50.0,70.0
Norway,2004,66.2,90.0,N/A,85.0,50.8,31.7,N/A,70.0,N/A,86.3,81.8,50.0,50.0
Poland,2004,58.7,50.0,N/A,40.0,64.9,35.1,N/A,70.0,N/A,78.1,70.4,50.0,70.0
Portugal,2004,64.9,70.0,N/A,63.0,62.3,36.2,N/A,70.0,N/A,82.9,79.8,70.0,50.0
Romania,2004,50.0,30.0,N/A,26.0,69.9,74.8,N/A,55.0,N/A,56.8,57.6,30.0,50.0
Russia,2004,52.8,30.0,N/A,27.0,91.6,65.1,N/A,55.0,N/A,63.4,63.2,50.0,30.0
"Serbia ",2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,2004,64.6,50.0,N/A,37.0,68.5,42.4,N/A,70.0,N/A,80.8,72.8,70.0,90.0
Slovenia,2004,59.2,50.0,N/A,60.0,54.4,40.6,N/A,85.0,N/A,77.3,65.2,50.0,50.0
Spain,2004,68.9,70.0,N/A,71.0,52.9,52.7,N/A,70.0,N/A,83.6,79.8,70.0,70.0
Sweden,2004,70.1,90.0,N/A,93.0,32.0,0.0,N/A,70.0,N/A,85.8,79.8,90.0,90.0
Switzerland,2004,79.5,90.0,N/A,85.0,80.6,55.8,N/A,70.0,N/A,89.4,85.0,70.0,90.0
Turkey,2004,52.8,50.0,N/A,32.0,60.8,56.9,N/A,55.0,N/A,46.1,74.2,50.0,50.0
Ukraine,2004,53.7,30.0,N/A,24.0,67.5,77.8,N/A,55.0,N/A,74.5,74.4,30.0,50.0
United Kingdom,2004,77.7,90.0,N/A,87.0,61.2,50.1,N/A,85.0,N/A,86.6,79.8,70.0,90.0
Albania,2003,56.8,30.0,N/A,10.0,83.8,70.4,N/A,55.0,N/A,85.8,56.2,70.0,50.0
Armenia,2003,67.3,50.0,N/A,25.0,88.9,84.1,N/A,55.0,N/A,81.7,81.2,70.0,70.0
Austria,2003,67.6,90.0,N/A,78.0,45.3,18.6,N/A,70.0,N/A,85.1,81.4,70.0,70.0
Azerbaijan,2003,54.1,30.0,N/A,20.0,78.4,87.0,N/A,55.0,N/A,84.8,71.6,30.0,30.0
Belarus,2003,39.7,30.0,N/A,41.0,65.3,41.1,N/A,40.0,N/A,14.1,66.0,30.0,30.0
Belgium,2003,68.1,90.0,N/A,66.0,33.7,26.8,N/A,70.0,N/A,85.2,81.4,90.0,70.0
Bosnia and Herzegovina,2003,40.6,10.0,N/A,10.0,66.1,3.2,N/A,40.0,N/A,77.9,78.2,30.0,50.0
Bulgaria,2003,57.0,50.0,N/A,39.0,72.4,56.7,N/A,55.0,N/A,77.5,62.4,50.0,50.0
Croatia,2003,53.3,30.0,N/A,39.0,77.6,28.6,N/A,55.0,N/A,76.3,72.8,50.0,50.0
Cyprus,2003,73.3,90.0,N/A,70.0,70.7,59.8,N/A,85.0,N/A,85.0,79.4,50.0,70.0
Czech Republic,2003,67.5,70.0,N/A,39.0,67.2,45.6,N/A,70.0,N/A,81.9,73.6,70.0,90.0
Denmark,2003,73.2,90.0,N/A,95.0,32.6,9.9,N/A,100.0,N/A,89.9,81.4,70.0,90.0
Estonia,2003,77.7,70.0,N/A,56.0,80.4,58.3,N/A,85.0,N/A,85.7,84.2,90.0,90.0
Finland,2003,73.7,90.0,N/A,99.0,54.9,28.0,N/A,85.0,N/A,84.7,81.4,70.0,70.0
France,2003,59.2,70.0,N/A,67.0,41.3,15.7,N/A,70.0,N/A,87.0,81.4,50.0,50.0
Georgia,2003,58.6,30.0,N/A,23.0,90.6,88.9,N/A,55.0,N/A,74.8,64.8,50.0,50.0
Germany,2003,69.7,90.0,N/A,74.0,55.7,30.0,N/A,70.0,N/A,86.6,81.4,90.0,50.0
Greece,2003,58.8,50.0,N/A,42.0,57.2,50.3,N/A,70.0,N/A,78.5,81.4,50.0,50.0
"Hungary ",2003,63.0,70.0,N/A,53.0,65.6,22.3,N/A,70.0,N/A,70.6,76.0,70.0,70.0
Iceland,2003,73.5,90.0,N/A,92.0,69.0,43.0,N/A,85.0,N/A,84.7,77.8,70.0,50.0
Ireland,2003,80.9,90.0,N/A,75.0,69.4,66.3,N/A,85.0,N/A,81.2,81.4,90.0,90.0
Italy,2003,64.3,70.0,N/A,55.0,48.0,29.4,N/A,70.0,N/A,84.7,81.4,70.0,70.0
Latvia,2003,66.0,50.0,N/A,34.0,78.3,58.0,N/A,70.0,N/A,84.9,78.6,70.0,70.0
Liechtenstein,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2003,69.7,50.0,N/A,48.0,78.8,71.5,N/A,70.0,N/A,88.1,80.4,70.0,70.0
Luxembourg,2003,79.9,90.0,N/A,87.0,59.8,51.5,N/A,85.0,N/A,84.7,81.4,90.0,90.0
Malta,2003,61.1,90.0,N/A,30.0,63.5,36.8,N/A,85.0,N/A,79.8,65.0,50.0,50.0
Moldova,2003,60.0,50.0,N/A,31.0,81.3,78.6,N/A,55.0,N/A,63.4,80.4,50.0,50.0
Montenegro,2003,43.5,30.0,N/A,10.0,79.8,89.2,N/A,40.0,N/A,34.2,68.4,10.0,30.0
Netherlands,2003,74.6,90.0,N/A,88.0,44.1,35.4,N/A,70.0,N/A,82.8,81.4,90.0,90.0
North Macedonia,2003,60.1,30.0,N/A,33.0,80.3,85.7,N/A,55.0,N/A,80.9,56.0,50.0,70.0
Norway,2003,67.2,90.0,N/A,86.0,50.9,41.4,N/A,70.0,N/A,84.1,82.8,50.0,50.0
Poland,2003,61.8,70.0,N/A,41.0,65.6,46.1,N/A,70.0,N/A,73.5,70.2,50.0,70.0
Portugal,2003,64.9,70.0,N/A,63.0,61.8,35.7,N/A,70.0,N/A,82.6,81.4,70.0,50.0
Romania,2003,50.6,30.0,N/A,28.0,69.1,62.4,N/A,55.0,N/A,50.8,60.2,50.0,50.0
Russia,2003,50.8,30.0,N/A,23.0,90.6,64.5,N/A,55.0,N/A,57.0,57.4,50.0,30.0
"Serbia ",2003,43.5,30.0,N/A,10.0,79.8,89.2,N/A,40.0,N/A,34.2,68.4,10.0,30.0
Slovakia,2003,59.0,50.0,N/A,37.0,67.5,22.3,N/A,70.0,N/A,71.3,72.8,70.0,70.0
Slovenia,2003,57.7,50.0,N/A,52.0,53.1,40.6,N/A,85.0,N/A,76.7,62.2,50.0,50.0
Spain,2003,68.8,70.0,N/A,70.0,52.6,52.2,N/A,70.0,N/A,83.3,81.4,70.0,70.0
Sweden,2003,70.0,90.0,N/A,90.0,29.8,2.9,N/A,70.0,N/A,86.4,81.4,90.0,90.0
Switzerland,2003,79.0,90.0,N/A,84.0,80.4,55.3,N/A,70.0,N/A,88.3,83.0,70.0,90.0
Turkey,2003,51.9,50.0,N/A,36.0,64.6,45.0,N/A,55.0,N/A,42.9,73.6,50.0,50.0
Ukraine,2003,51.1,30.0,N/A,21.0,67.1,68.1,N/A,55.0,N/A,64.0,74.6,30.0,50.0
United Kingdom,2003,77.5,90.0,N/A,83.0,60.9,51.0,N/A,85.0,N/A,85.9,81.4,70.0,90.0
Albania,2002,56.8,30.0,N/A,10.0,79.2,67.3,N/A,55.0,N/A,86.0,63.4,70.0,50.0
Armenia,2002,68.0,50.0,N/A,25.0,88.3,81.3,N/A,55.0,N/A,91.1,81.4,70.0,70.0
Austria,2002,67.4,90.0,N/A,77.0,44.5,18.9,N/A,70.0,N/A,86.4,79.6,70.0,70.0
Azerbaijan,2002,53.3,30.0,N/A,15.0,78.4,88.0,N/A,55.0,N/A,78.8,74.4,30.0,30.0
Belarus,2002,39.0,30.0,N/A,41.0,68.2,36.5,N/A,40.0,N/A,0.0,75.4,30.0,30.0
Belgium,2002,67.6,90.0,N/A,61.0,33.7,28.0,N/A,70.0,N/A,86.0,79.6,90.0,70.0
Bosnia and Herzegovina,2002,37.4,10.0,N/A,10.0,66.8,0.0,N/A,40.0,N/A,77.2,72.6,30.0,30.0
Bulgaria,2002,57.1,50.0,N/A,35.0,68.3,49.6,N/A,55.0,N/A,75.8,60.2,70.0,50.0
Croatia,2002,51.1,30.0,N/A,37.0,68.3,25.0,N/A,55.0,N/A,75.7,68.8,50.0,50.0
Cyprus,2002,73.0,90.0,N/A,70.0,71.2,58.9,N/A,85.0,N/A,83.5,78.8,50.0,70.0
Czech Republic,2002,66.5,70.0,N/A,43.0,66.8,33.7,N/A,70.0,N/A,82.2,73.0,70.0,90.0
Denmark,2002,71.1,90.0,N/A,98.0,32.2,5.9,N/A,85.0,N/A,89.6,79.6,70.0,90.0
Estonia,2002,77.6,70.0,N/A,57.0,80.0,54.4,N/A,85.0,N/A,87.0,85.0,90.0,90.0
Finland,2002,73.6,90.0,N/A,100.0,55.6,28.0,N/A,85.0,N/A,84.6,79.6,70.0,70.0
France,2002,58.0,70.0,N/A,67.0,37.2,15.7,N/A,70.0,N/A,82.7,79.6,50.0,50.0
Georgia,2002,56.7,30.0,N/A,23.0,90.7,85.5,N/A,55.0,N/A,67.4,79.2,50.0,30.0
Germany,2002,70.4,90.0,N/A,76.0,53.3,36.5,N/A,70.0,N/A,88.0,79.6,90.0,50.0
Greece,2002,59.1,50.0,N/A,49.0,50.1,54.4,N/A,70.0,N/A,78.7,79.6,50.0,50.0
"Hungary ",2002,64.5,70.0,N/A,52.0,65.5,28.0,N/A,70.0,N/A,74.7,80.0,70.0,70.0
Iceland,2002,73.1,90.0,N/A,91.0,63.1,44.5,N/A,85.0,N/A,81.7,82.2,70.0,50.0
Ireland,2002,80.5,90.0,N/A,72.0,66.5,69.3,N/A,85.0,N/A,81.8,79.6,90.0,90.0
Italy,2002,63.6,70.0,N/A,46.0,48.0,33.7,N/A,70.0,N/A,85.5,79.6,70.0,70.0
Latvia,2002,65.0,50.0,N/A,34.0,76.8,49.6,N/A,70.0,N/A,84.4,80.0,70.0,70.0
Liechtenstein,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2002,66.1,50.0,N/A,41.0,74.1,69.3,N/A,70.0,N/A,87.7,82.8,70.0,50.0
Luxembourg,2002,79.4,90.0,N/A,86.0,56.8,52.0,N/A,85.0,N/A,85.2,79.6,90.0,90.0
Malta,2002,62.2,90.0,N/A,30.0,64.6,30.9,N/A,70.0,N/A,79.1,75.4,50.0,70.0
Moldova,2002,57.4,50.0,N/A,26.0,78.2,76.5,N/A,55.0,N/A,54.7,76.0,50.0,50.0
Montenegro,2002,46.6,30.0,N/A,10.0,89.8,74.8,N/A,40.0,N/A,46.8,88.4,10.0,30.0
Netherlands,2002,75.1,90.0,N/A,89.0,43.6,39.3,N/A,70.0,N/A,84.6,79.6,90.0,90.0
North Macedonia,2002,58.0,30.0,N/A,33.0,81.0,63.3,N/A,55.0,N/A,77.2,63.0,50.0,70.0
Norway,2002,67.4,90.0,N/A,91.0,51.1,41.9,N/A,70.0,N/A,79.3,82.8,50.0,50.0
Poland,2002,65.0,70.0,N/A,41.0,65.3,49.6,N/A,70.0,N/A,70.4,78.8,70.0,70.0
Portugal,2002,65.4,70.0,N/A,64.0,60.8,39.3,N/A,70.0,N/A,84.7,79.6,70.0,50.0
Romania,2002,48.7,30.0,N/A,29.0,64.4,58.9,N/A,55.0,N/A,46.6,74.4,50.0,30.0
Russia,2002,48.7,30.0,N/A,21.0,84.9,58.9,N/A,55.0,N/A,51.3,57.4,50.0,30.0
"Serbia ",2002,46.6,30.0,N/A,10.0,89.8,74.8,N/A,40.0,N/A,46.8,88.4,10.0,30.0
Slovakia,2002,59.8,50.0,N/A,35.0,61.1,33.7,N/A,70.0,N/A,68.8,79.8,70.0,70.0
Slovenia,2002,57.8,50.0,N/A,55.0,51.8,41.9,N/A,85.0,N/A,72.0,64.2,50.0,50.0
Spain,2002,68.8,70.0,N/A,70.0,53.1,52.0,N/A,70.0,N/A,84.1,79.6,70.0,70.0
Sweden,2002,70.8,90.0,N/A,94.0,31.4,2.5,N/A,70.0,N/A,89.7,79.6,90.0,90.0
Switzerland,2002,79.3,90.0,N/A,86.0,80.0,56.7,N/A,70.0,N/A,88.1,83.0,70.0,90.0
Turkey,2002,54.2,50.0,N/A,38.0,65.2,58.9,N/A,55.0,N/A,41.0,79.6,50.0,50.0
Ukraine,2002,48.2,30.0,N/A,15.0,66.1,58.9,N/A,55.0,N/A,58.2,71.0,50.0,30.0
United Kingdom,2002,78.5,90.0,N/A,87.0,61.5,58.9,N/A,85.0,N/A,84.7,79.6,70.0,90.0
Albania,2001,56.6,30.0,N/A,23.0,79.5,71.2,N/A,70.0,N/A,71.8,63.8,70.0,30.0
Armenia,2001,66.4,50.0,N/A,30.0,81.9,85.5,N/A,55.0,N/A,77.8,77.0,70.0,70.0
Austria,2001,68.1,90.0,N/A,76.0,44.2,25.0,N/A,70.0,N/A,89.6,78.0,70.0,70.0
Azerbaijan,2001,50.3,30.0,N/A,17.0,71.8,86.8,N/A,55.0,N/A,65.1,66.8,30.0,30.0
Belarus,2001,38.0,30.0,N/A,34.0,66.0,41.9,N/A,40.0,N/A,0.0,70.2,30.0,30.0
Belgium,2001,63.8,90.0,N/A,53.0,33.2,22.0,N/A,70.0,N/A,88.3,78.0,70.0,70.0
Bosnia and Herzegovina,2001,36.6,10.0,N/A,10.0,67.0,0.0,N/A,40.0,N/A,75.2,67.6,30.0,30.0
Bulgaria,2001,51.9,50.0,N/A,33.0,58.1,67.3,N/A,55.0,N/A,26.2,57.2,70.0,50.0
Croatia,2001,50.7,30.0,N/A,27.0,66.9,33.7,N/A,55.0,N/A,71.7,71.6,50.0,50.0
Cyprus,2001,71.0,90.0,N/A,50.0,71.4,58.9,N/A,85.0,N/A,86.2,77.0,50.0,70.0
Czech Republic,2001,70.2,70.0,N/A,46.0,67.5,49.6,N/A,85.0,N/A,81.2,72.8,70.0,90.0
Denmark,2001,68.3,90.0,N/A,100.0,31.6,0.0,N/A,85.0,N/A,90.3,78.0,70.0,70.0
Estonia,2001,76.1,70.0,N/A,57.0,79.6,67.3,N/A,85.0,N/A,80.6,85.0,90.0,70.0
Finland,2001,69.7,90.0,N/A,98.0,55.6,28.0,N/A,70.0,N/A,87.9,78.0,70.0,50.0
France,2001,58.0,70.0,N/A,66.0,33.9,18.9,N/A,70.0,N/A,85.0,78.0,50.0,50.0
Georgia,2001,58.3,50.0,N/A,23.0,90.9,89.2,N/A,55.0,N/A,61.1,75.6,50.0,30.0
Germany,2001,69.5,90.0,N/A,80.0,44.7,33.7,N/A,70.0,N/A,89.4,78.0,90.0,50.0
Greece,2001,63.4,70.0,N/A,49.0,50.9,54.4,N/A,70.0,N/A,78.3,78.0,70.0,50.0
"Hungary ",2001,65.6,70.0,N/A,52.0,65.7,41.9,N/A,70.0,N/A,73.3,77.8,70.0,70.0
Iceland,2001,73.4,90.0,N/A,92.0,62.9,58.9,N/A,70.0,N/A,84.6,82.4,70.0,50.0
Ireland,2001,81.2,90.0,N/A,77.0,63.0,71.2,N/A,85.0,N/A,86.6,78.0,90.0,90.0
Italy,2001,63.0,70.0,N/A,47.0,47.1,28.0,N/A,70.0,N/A,86.5,78.0,70.0,70.0
Latvia,2001,66.4,50.0,N/A,34.0,75.5,65.3,N/A,70.0,N/A,83.2,80.0,70.0,70.0
Liechtenstein,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2001,65.5,50.0,N/A,38.0,71.0,73.0,N/A,70.0,N/A,84.8,82.8,70.0,50.0
Luxembourg,2001,80.1,90.0,N/A,88.0,52.5,58.9,N/A,85.0,N/A,88.6,78.0,90.0,90.0
Malta,2001,62.9,90.0,N/A,30.0,65.7,41.9,N/A,70.0,N/A,74.5,73.6,50.0,70.0
Moldova,2001,54.9,50.0,N/A,26.0,54.5,76.5,N/A,55.0,N/A,55.9,76.4,50.0,50.0
Montenegro,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,2001,73.0,90.0,N/A,90.0,38.4,25.0,N/A,70.0,N/A,85.7,78.0,90.0,90.0
North Macedonia,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Norway,2001,67.1,90.0,N/A,89.0,56.7,36.5,N/A,70.0,N/A,80.3,81.0,50.0,50.0
Poland,2001,61.8,70.0,N/A,42.0,61.3,44.5,N/A,70.0,N/A,70.9,77.6,70.0,50.0
Portugal,2001,66.0,70.0,N/A,67.0,61.6,41.9,N/A,70.0,N/A,85.2,78.0,70.0,50.0
Romania,2001,50.0,30.0,N/A,33.0,57.6,79.7,N/A,55.0,N/A,41.4,73.4,50.0,30.0
Russia,2001,49.8,50.0,N/A,24.0,74.7,73.0,N/A,55.0,N/A,38.9,52.2,50.0,30.0
"Serbia ",2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slovakia,2001,58.5,50.0,N/A,37.0,59.3,39.3,N/A,70.0,N/A,70.8,80.2,70.0,50.0
Slovenia,2001,61.8,70.0,N/A,60.0,52.8,47.1,N/A,85.0,N/A,73.6,67.4,50.0,50.0
Spain,2001,68.1,70.0,N/A,66.0,53.8,54.4,N/A,70.0,N/A,80.7,78.0,70.0,70.0
Sweden,2001,66.6,90.0,N/A,94.0,33.7,2.5,N/A,70.0,N/A,91.4,78.0,70.0,70.0
Switzerland,2001,76.0,90.0,N/A,89.0,80.1,22.0,N/A,70.0,N/A,90.2,83.0,70.0,90.0
Turkey,2001,60.6,70.0,N/A,36.0,66.9,73.0,N/A,70.0,N/A,36.4,73.0,70.0,50.0
Ukraine,2001,48.5,30.0,N/A,26.0,63.8,49.6,N/A,55.0,N/A,62.3,70.0,50.0,30.0
United Kingdom,2001,77.6,90.0,N/A,86.0,61.7,52.0,N/A,85.0,N/A,85.7,78.0,70.0,90.0
Albania,2000,53.6,30.0,N/A,10.0,80.2,74.8,N/A,70.0,N/A,59.7,57.8,70.0,30.0
Armenia,2000,63.0,50.0,N/A,30.0,79.3,86.8,N/A,55.0,N/A,69.1,77.0,50.0,70.0
Austria,2000,68.4,90.0,N/A,75.0,44.2,25.0,N/A,70.0,N/A,88.4,83.0,70.0,70.0
Azerbaijan,2000,49.8,30.0,N/A,30.0,71.3,76.5,N/A,55.0,N/A,70.7,55.0,30.0,30.0
Belarus,2000,41.3,30.0,N/A,39.0,58.3,39.3,N/A,55.0,N/A,32.5,57.6,30.0,30.0
